City/Town,Ward,Pct,"Clinton/ Kaine","Trump/ Pence","Johnson/ Weld","Stein/ Baraka","Mcmullin/ Johnson","Kotlikoff/ Leamer","Feegbeh/ O'Brien","Moorehead/ Lilly","Schoenke/ Mitchel","All Others","No Preference","Blank Votes","Total Votes Cast"
Groton,-,1,"1,410",703,152,29,11,0,0,0,0,37,0,43,"2,385"
Groton,-,2,"1,247",765,123,37,3,0,0,0,0,38,0,30,"2,243"
Groton,-,3,"1,260",670,125,30,6,0,0,0,0,48,0,45,"2,184"
Groveland,-,1,913,968,86,27,0,0,0,0,0,40,0,23,"2,057"
Groveland,-,2,909,966,104,25,0,0,0,0,0,36,0,28,"2,068"
Hadley,-,1,"2,149",867,105,98,5,0,0,0,0,35,0,54,"3,313"
Halifax,-,1,883,"1,252",113,21,0,0,0,0,0,40,0,24,"2,333"
Halifax,-,2,911,"1,060",115,37,0,0,0,0,0,39,0,24,"2,186"
Hamilton,-,1,958,583,88,33,1,0,0,0,0,50,0,28,"1,741"
Hamilton,-,2,953,542,131,17,1,0,0,0,0,55,0,24,"1,723"
Hamilton,-,3,720,351,99,19,8,0,0,0,0,83,0,18,"1,298"
Hampden,-,1,"1,188","1,645",154,37,0,0,0,0,0,12,0,81,"3,117"
Hancock,-,1,189,159,24,9,2,0,0,0,0,7,0,7,397
Hanover,-,1,885,"1,033",96,16,5,0,0,0,0,49,0,34,"2,118"
Hanover,-,2,958,"1,125",107,20,2,0,0,0,0,46,0,40,"2,298"
Hanover,-,3,964,994,106,21,4,0,0,0,0,33,0,55,"2,177"
Hanover,-,4,943,"1,115",91,14,1,0,0,0,0,38,0,43,"2,245"
Hanson,-,1,829,"1,060",85,11,0,0,0,0,0,23,0,39,"2,047"
Hanson,-,2,864,"1,045",131,23,4,0,0,0,0,20,0,50,"2,137"
Hanson,-,3,739,"1,019",113,24,14,0,0,0,0,27,0,38,"1,974"
Hardwick,-,1,568,709,77,28,2,0,0,0,0,21,0,16,"1,421"
Harvard,-,1,"2,515",889,182,50,2,0,0,0,0,75,0,63,"3,776"
Harwich,-,1,"1,215",854,90,25,0,0,0,0,0,32,0,33,"2,249"
Harwich,-,2,"1,145",843,77,35,0,0,0,0,0,31,0,31,"2,162"
Harwich,-,3,"1,139",899,83,37,0,0,0,0,0,30,0,38,"2,226"
Harwich,-,4,"1,061",698,90,35,0,0,0,0,0,32,0,19,"1,935"
Hatfield,-,1,"1,284",660,77,61,0,0,0,0,0,39,0,31,"2,152"
Haverhill,1,1,618,270,45,17,0,0,0,0,0,11,0,5,966
Haverhill,1,2,867,411,54,23,3,0,0,0,0,22,0,14,"1,394"
Haverhill,1,3,670,456,56,15,0,0,0,0,0,19,0,18,"1,234"
Haverhill,2,1,648,485,74,22,0,0,0,0,0,21,0,16,"1,266"
Haverhill,2,2,664,636,69,26,1,0,0,0,0,24,0,22,"1,442"
Haverhill,2,3,593,276,42,16,1,0,0,0,0,21,0,12,961
Haverhill,3,1,596,135,25,19,0,0,0,0,0,13,0,6,794
Haverhill,3,2,644,323,40,16,1,0,0,0,0,18,0,17,"1,059"
Haverhill,3,3,653,397,59,21,1,0,0,0,0,17,0,4,"1,152"
Haverhill,4,1,749,731,79,27,2,0,0,0,0,23,0,28,"1,639"
Haverhill,4,2,793,886,84,23,2,0,0,0,0,37,0,14,"1,839"
Haverhill,4,3,756,734,78,16,0,0,0,0,0,24,0,33,"1,641"
Haverhill,5,1,867,578,59,17,0,0,0,0,0,22,0,10,"1,553"
Haverhill,5,2,777,819,53,26,1,0,0,0,0,25,0,24,"1,725"
Haverhill,5,3,812,933,71,15,3,0,0,0,0,37,0,20,"1,891"
Haverhill,6,1,736,630,63,20,3,0,0,0,0,20,0,18,"1,490"
Haverhill,6,2,772,633,60,31,1,0,0,0,0,53,0,13,"1,563"
Haverhill,6,3,841,706,84,16,3,0,0,0,0,38,0,17,"1,705"
Haverhill,7,1,804,616,86,14,1,0,0,0,0,18,0,30,"1,569"
Haverhill,7,2,744,578,64,17,0,0,0,0,0,20,0,16,"1,439"
Haverhill,7,3,803,817,98,21,0,0,0,0,0,49,0,19,"1,807"
Hawley,-,1,105,67,14,7,2,0,0,0,0,10,0,1,206
Heath,-,1,244,165,24,12,0,0,0,0,0,3,0,11,459
Hingham,-,1,"1,327",776,114,26,7,0,0,0,0,59,0,51,"2,360"
Hingham,-,2,"1,436",801,113,28,5,0,0,0,0,63,0,36,"2,482"
Hingham,-,3,"1,445",739,123,28,6,0,0,0,0,75,0,43,"2,459"
Hingham,-,4,"1,363",768,128,23,4,0,0,0,0,65,0,49,"2,400"
Hingham,-,5,922,645,80,20,4,0,0,0,0,42,0,38,"1,751"
Hingham,-,5A,717,267,38,3,1,0,0,0,0,9,0,25,"1,060"
Hingham,-,6,"1,300",814,95,14,1,0,0,0,0,67,0,52,"2,343"
Hinsdale,-,1,606,403,55,37,0,0,0,0,0,11,0,24,"1,136"
Holbrook,-,1,773,526,46,22,0,0,0,0,0,16,0,17,"1,400"
Holbrook,-,2,708,663,70,25,0,0,0,0,0,26,0,29,"1,521"
Holbrook,-,3,720,613,76,21,0,0,0,0,0,21,0,18,"1,469"
Holbrook,-,4,711,583,56,22,0,0,0,0,0,18,0,19,"1,409"
Holden,-,1,"1,031",944,150,28,13,0,0,0,0,31,0,36,"2,233"
Holden,-,2,"1,159",910,118,26,11,0,0,0,0,35,0,44,"2,303"
Holden,-,3,"1,070",763,135,37,8,0,0,0,0,38,0,37,"2,088"
Holden,-,4,"1,193","1,025",125,31,4,0,0,0,0,37,0,45,"2,460"
Holden,-,5,"1,152",970,133,27,4,0,0,0,0,36,0,34,"2,356"
Holland,-,1,475,720,106,33,0,0,0,0,0,14,0,33,"1,381"
Holliston,-,1,"1,394",744,131,16,0,0,0,0,0,59,0,37,"2,381"
Holliston,-,2,"1,409",639,125,41,0,0,0,0,0,58,0,38,"2,310"
Holliston,-,3,"1,293",582,100,18,0,0,0,0,0,52,0,28,"2,073"
Holliston,-,4,"1,195",598,102,17,0,0,0,0,0,62,0,29,"2,003"
Holyoke,1,A,815,58,14,18,0,0,0,0,0,0,0,11,916
Holyoke,1,B,787,99,28,24,0,0,0,0,0,3,0,11,952
Holyoke,2,A,696,121,23,20,0,0,0,0,0,0,0,24,884
Holyoke,2,B,702,72,20,9,0,0,0,0,0,11,0,13,827
Holyoke,3,A,867,284,39,35,0,0,0,0,0,12,0,12,"1,249"
Holyoke,3,B,837,497,59,40,0,0,0,0,0,0,0,40,"1,473"
Holyoke,4,A,639,93,11,19,0,0,0,0,0,3,0,16,781
Holyoke,4,B,822,174,25,31,0,0,0,0,0,10,0,21,"1,083"
Holyoke,5,A,925,748,72,40,0,0,0,0,0,22,0,33,"1,840"
Holyoke,5,B,873,384,36,15,0,0,0,0,0,16,0,13,"1,337"
Holyoke,6,A,841,256,30,23,0,0,0,0,0,12,0,17,"1,179"
Holyoke,6,B,854,320,39,35,0,0,0,0,0,14,0,35,"1,297"
Holyoke,7,A,981,558,53,38,0,0,0,0,0,24,0,38,"1,692"
Holyoke,7,B,"1,017",358,60,45,0,0,0,0,0,22,0,27,"1,529"
Hopedale,-,1,"1,759","1,375",197,49,0,0,0,0,0,76,0,55,"3,511"
Hopkinton,-,1,"1,498",706,156,29,7,0,0,0,0,70,0,38,"2,504"
Hopkinton,-,2,"1,342",777,123,23,4,0,0,0,0,44,0,38,"2,351"
Hopkinton,-,3,"1,232",728,146,24,11,0,0,0,0,56,0,42,"2,239"
Hopkinton,-,4,"1,286",700,135,24,8,0,0,0,0,48,0,41,"2,242"
Hubbardston,-,1,"1,040","1,376",203,36,0,0,0,0,0,43,0,67,"2,765"
Hudson,-,1,896,570,75,20,5,0,0,0,0,27,0,26,"1,619"
Hudson,-,2,785,457,85,20,0,0,0,0,0,26,0,16,"1,389"
Hudson,-,3,827,658,98,12,0,0,0,0,0,41,0,17,"1,653"
Hudson,-,4,903,627,107,20,0,0,0,0,0,37,0,18,"1,712"
Hudson,-,5,"1,109",664,98,18,3,0,0,0,0,30,0,18,"1,940"
Hudson,-,6,728,400,57,13,3,0,0,0,0,23,0,18,"1,242"
Hudson,-,7,780,399,79,15,0,0,0,0,0,22,0,15,"1,310"
Hull,-,1,"1,335",741,81,22,0,0,0,0,0,28,0,19,"2,226"
Hull,-,2,"1,058",756,81,28,0,0,0,0,0,22,0,29,"1,974"
Hull,-,3,"1,295",859,91,16,0,0,0,0,0,45,0,37,"2,343"
Huntington,-,1,460,611,71,35,1,0,0,0,0,6,0,17,"1,201"
Ipswich,-,1,"1,337",605,92,36,0,0,0,0,0,0,0,66,"2,136"
Ipswich,-,2,"1,354",770,142,40,5,0,0,0,0,0,0,69,"2,380"
Ipswich,-,3,"1,029",867,128,28,0,0,0,0,0,0,0,78,"2,130"
Ipswich,-,4,"1,219",771,97,34,0,0,0,0,0,0,0,79,"2,200"
Kingston,-,1,849,792,92,24,2,0,0,0,0,25,0,25,"1,809"
Kingston,-,2,921,992,84,23,0,0,0,0,0,14,0,34,"2,068"
Kingston,-,3,897,985,112,24,4,1,0,0,0,26,0,30,"2,079"
Kingston,-,4,804,810,93,13,3,0,0,0,0,27,0,28,"1,778"
Lakeville,-,1,783,"1,037",96,29,7,0,0,0,0,32,0,42,"2,026"
Lakeville,-,2,774,"1,158",103,30,4,0,0,0,0,46,0,36,"2,151"
Lakeville,-,3,909,"1,179",116,27,6,0,0,0,0,42,0,48,"2,327"
Lancaster,-,1,883,801,156,25,6,0,0,0,0,29,0,28,"1,928"
Lancaster,-,2,967,850,128,34,1,0,0,0,0,57,0,44,"2,081"
Lanesborough,-,1,998,597,77,32,5,0,0,0,0,22,0,16,"1,747"
Lawrence,A,1,869,166,25,8,0,0,0,0,0,8,0,15,"1,091"
Lawrence,A,2,729,71,13,4,0,0,0,0,0,12,0,12,841
Lawrence,A,3,730,208,25,13,0,0,0,0,0,8,0,6,990
Lawrence,A,4,864,122,22,9,0,0,0,0,0,5,0,10,"1,032"
Lawrence,B,1,962,119,23,4,0,0,0,0,0,3,0,15,"1,126"
Lawrence,B,2,788,51,11,1,0,0,0,0,0,7,0,5,863
Lawrence,B,3,877,100,13,9,0,0,0,0,0,11,0,14,"1,024"
Lawrence,B,4,"1,131",57,13,4,0,0,0,0,0,4,0,15,"1,224"
Lawrence,C,1,743,78,16,8,0,0,0,0,0,2,0,6,853
Lawrence,C,2,915,205,34,15,0,0,0,0,0,15,0,12,"1,196"
Lawrence,C,3,748,37,7,3,0,0,0,0,0,7,0,9,811
Lawrence,C,4,858,80,7,5,0,0,0,0,0,1,0,8,959
Lawrence,D,1,859,164,10,15,0,0,0,0,0,6,0,19,"1,073"
Lawrence,D,2,764,51,12,6,0,0,0,0,0,7,0,4,844
Lawrence,D,3,642,60,7,5,0,0,0,0,0,3,0,4,721
Lawrence,D,4,690,51,12,6,0,0,0,0,0,5,0,7,771
Lawrence,E,1,937,471,33,16,0,0,0,0,0,17,0,12,"1,486"
Lawrence,E,2,916,436,49,16,0,0,0,0,0,16,0,22,"1,455"
Lawrence,E,3,759,184,26,13,0,0,0,0,0,8,0,19,"1,009"
Lawrence,E,4,841,156,29,10,0,0,0,0,0,8,0,8,"1,052"
Lawrence,F,1,879,365,45,14,0,0,0,0,0,11,0,20,"1,334"
Lawrence,F,2,748,65,8,12,0,0,0,0,0,4,0,14,851
Lawrence,F,3,781,91,14,16,0,0,0,0,0,10,0,6,918
Lawrence,F,4,822,147,22,8,0,0,0,0,0,10,0,4,"1,013"
Lee,-,1,"1,969",852,115,86,0,0,0,0,0,12,0,65,"3,099"
Leicester,-,1,619,775,77,21,0,0,0,0,0,29,0,30,"1,551"
Leicester,-,2,640,669,65,17,0,0,0,0,0,22,0,22,"1,435"
Leicester,-,3,562,718,86,18,0,0,0,0,0,20,0,27,"1,431"
Leicester,-,4,602,663,90,16,4,0,0,0,0,15,0,21,"1,411"
Lenox,-,1,"2,234",572,116,70,0,0,0,0,0,65,0,39,"3,096"
Leominster,1,A,734,714,108,17,0,0,0,0,0,4,0,42,"1,619"
Leominster,1,B,709,642,90,12,0,0,0,0,0,0,0,51,"1,504"
Leominster,1,C,642,446,61,22,1,0,0,0,0,19,0,17,"1,208"
Leominster,2,A,603,315,59,13,0,0,0,0,0,9,0,21,"1,020"
Leominster,2,B,629,535,61,15,0,0,0,0,0,8,0,26,"1,274"
Leominster,2,C,423,315,46,22,0,0,0,0,0,12,0,5,823
Leominster,3,A,564,402,54,9,0,0,0,0,0,12,0,7,"1,048"
Leominster,3,B,743,644,74,17,0,0,0,0,0,30,0,18,"1,526"
Leominster,3,C,831,760,92,23,0,0,0,0,0,26,0,25,"1,757"
Leominster,4,A,726,756,92,19,0,0,0,0,0,23,0,21,"1,637"
Leominster,4,B,690,714,85,16,0,0,0,0,0,7,0,41,"1,553"
Leominster,4,C,551,462,69,13,0,0,0,0,0,31,0,14,"1,140"
Leominster,5,A,629,501,55,27,0,0,0,0,0,4,0,12,"1,228"
Leominster,5,B,786,621,78,20,0,0,0,0,0,33,0,17,"1,555"
Leominster,5,C,580,372,52,17,0,0,0,0,0,16,0,22,"1,059"
Leverett,-,1,996,185,24,56,0,0,0,0,0,26,0,9,"1,296"
Lexington,-,1,"1,334",298,76,25,0,0,0,0,0,0,0,66,"1,799"
Lexington,-,2,"1,823",317,60,39,0,0,0,0,0,0,0,66,"2,305"
Lexington,-,3,"1,393",280,43,18,0,0,0,0,0,0,0,41,"1,775"
Lexington,-,4,"1,668",343,67,25,0,0,0,0,0,0,0,61,"2,164"
Lexington,-,5,"1,571",471,74,33,0,0,0,0,0,0,0,61,"2,210"
Lexington,-,6,"1,560",383,78,20,0,0,0,0,0,0,0,71,"2,112"
Lexington,-,7,"1,546",415,70,21,0,0,0,0,0,0,0,56,"2,108"
Lexington,-,8,"1,482",371,74,29,5,0,0,0,0,0,0,44,"2,005"
Lexington,-,9,"1,523",401,68,34,0,0,0,0,0,0,0,87,"2,113"
Leyden,-,1,306,139,23,20,0,0,0,0,0,4,0,10,502
Lincoln,-,1,"1,873",334,98,24,1,0,0,0,0,43,0,20,"2,393"
Lincoln,-,2,"1,123",291,80,25,7,0,0,0,0,22,0,16,"1,564"
Littleton,-,1,"1,246",691,136,10,0,0,0,0,0,0,0,86,"2,169"
Littleton,-,2,"1,145",651,124,27,0,0,0,0,0,0,0,87,"2,034"
Littleton,-,3,"1,054",534,133,19,0,0,0,0,0,0,0,58,"1,798"
Longmeadow,-,A,"1,125",624,77,25,3,0,0,0,0,38,0,31,"1,923"
Longmeadow,-,B,"1,028",616,92,26,4,0,0,0,0,30,0,17,"1,813"
Longmeadow,-,C,"1,055",782,101,43,3,0,0,0,0,42,0,33,"2,059"
Longmeadow,-,D,"1,013",806,63,18,3,0,0,0,0,33,0,29,"1,965"
Longmeadow,-,E,"1,090",629,79,16,4,0,0,0,0,27,0,29,"1,874"
Lowell,1,1,718,218,27,18,0,0,0,0,0,3,0,18,"1,002"
Lowell,1,2,"1,063",847,97,12,0,0,0,0,0,66,0,44,"2,129"
Lowell,1,3,987,612,89,18,0,0,0,0,0,42,0,28,"1,776"
Lowell,2,1,541,108,30,20,0,0,0,0,0,16,0,14,729
Lowell,2,2,884,122,17,12,0,0,0,0,0,24,0,69,"1,128"
Lowell,2,3,"1,069",175,62,31,0,0,0,0,0,37,0,18,"1,392"
Lowell,3,1,674,283,46,12,0,0,0,0,0,17,0,14,"1,046"
Lowell,3,2,649,173,33,14,0,0,0,0,0,11,0,6,886
Lowell,3,3,585,201,45,15,0,0,0,0,0,9,0,21,876
Lowell,4,1,840,301,37,23,0,0,0,0,0,15,0,11,"1,227"
Lowell,4,2,573,154,9,14,0,0,0,0,0,5,0,8,763
Lowell,4,3,605,172,28,11,0,0,0,0,0,10,0,12,838
Lowell,5,1,598,366,47,24,0,0,0,0,0,19,0,14,"1,068"
Lowell,5,2,583,236,31,13,0,0,0,0,0,13,0,11,887
Lowell,5,3,640,466,60,16,0,0,0,0,0,13,0,12,"1,207"
Lowell,6,1,738,566,49,26,0,0,0,0,0,20,0,21,"1,420"
Lowell,6,2,799,558,62,13,0,0,0,0,0,30,0,11,"1,473"
Lowell,6,3,777,498,49,18,0,0,0,0,0,19,0,38,"1,399"
Lowell,7,1,598,187,34,16,0,0,0,0,0,14,0,7,856
Lowell,7,2,745,141,34,20,0,0,0,0,0,4,0,11,955
Lowell,7,3,501,149,12,9,0,0,0,0,0,5,0,7,683
Lowell,8,1,703,257,39,18,0,0,0,0,0,15,0,21,"1,053"
Lowell,8,2,792,369,44,20,0,0,0,0,0,10,0,20,"1,255"
Lowell,8,3,968,575,64,18,0,0,0,0,0,24,0,33,"1,682"
Lowell,9,1,632,300,34,15,0,0,0,0,0,17,0,16,"1,014"
Lowell,9,2,813,436,52,18,0,0,0,0,0,25,0,14,"1,358"
Lowell,9,3,747,381,53,26,0,0,0,0,0,23,0,15,"1,245"
Lowell,10,1,716,262,44,11,0,0,0,0,0,20,0,18,"1,071"
Lowell,10,2,495,160,21,9,0,0,0,0,0,9,0,8,702
Lowell,10,3,416,119,23,9,0,0,0,0,0,9,0,19,595
Lowell,11,1,707,329,39,19,0,0,0,0,0,16,0,30,"1,140"
Lowell,11,2,656,495,61,16,0,0,0,0,0,20,0,17,"1,265"
Lowell,11,3,743,368,65,18,0,0,0,0,0,13,0,19,"1,226"
Ludlow,-,1,814,838,77,33,0,0,0,0,0,31,0,20,"1,813"
Ludlow,-,2,653,581,59,25,0,0,0,0,0,25,0,16,"1,359"
Ludlow,-,3,713,"1,116",88,19,0,0,0,0,0,30,0,18,"1,984"
Ludlow,-,4,828,800,61,18,0,0,0,0,0,34,0,33,"1,774"
Ludlow,-,5,569,688,48,20,0,0,0,0,0,30,0,14,"1,369"
Ludlow,-,6,906,"1,074",77,29,0,0,0,0,0,25,0,31,"2,142"
Lunenburg,-,A,754,727,106,19,0,0,0,0,0,31,0,38,"1,675"
Lunenburg,-,B,726,600,87,22,0,0,0,0,0,13,0,30,"1,478"
Lunenburg,-,C,753,799,106,16,6,0,0,0,0,29,0,28,"1,737"
Lunenburg,-,D,709,676,87,22,3,0,0,0,0,21,0,32,"1,550"
Lynn,1,1,930,870,54,21,0,0,0,0,0,45,0,42,"1,962"
Lynn,1,2,976,851,84,27,0,0,0,0,0,29,0,44,"2,011"
Lynn,1,3,957,648,54,22,0,0,0,0,0,31,0,28,"1,740"
Lynn,1,4,968,539,49,16,0,0,0,0,0,9,0,7,"1,588"
Lynn,2,1,"1,075",735,60,24,0,0,0,0,0,28,0,31,"1,953"
Lynn,2,2,687,237,21,13,0,0,0,0,0,22,0,168,"1,148"
Lynn,2,3,689,125,18,10,0,0,0,0,0,5,0,7,854
Lynn,2,4,653,172,34,11,0,0,0,0,0,17,0,6,893
Lynn,3,1,839,446,35,28,0,0,0,0,0,19,0,64,"1,431"
Lynn,3,2,891,266,23,25,0,0,0,0,0,29,0,14,"1,248"
Lynn,3,3,809,291,43,17,0,0,0,0,0,17,0,68,"1,245"
Lynn,3,4,"1,003",298,45,26,0,0,0,0,0,10,0,14,"1,396"
Lynn,4,1,564,86,12,6,0,0,0,0,0,9,0,14,691
Lynn,4,2,607,99,21,3,0,0,0,0,0,8,0,7,745
Lynn,4,3,782,202,22,8,0,0,0,0,0,11,0,7,"1,032"
Lynn,4,4,900,313,26,21,0,0,0,0,0,13,0,13,"1,286"
Lynn,5,1,762,336,37,10,0,0,0,0,0,15,0,20,"1,180"
Lynn,5,2,522,91,15,7,0,0,0,0,0,5,0,6,646
Lynn,5,3,638,94,13,11,0,0,0,0,0,9,0,7,772
Lynn,5,4,938,306,27,18,0,0,0,0,0,17,0,51,"1,357"
Lynn,6,1,667,206,30,12,0,0,0,0,0,13,0,34,962
Lynn,6,2,519,103,16,9,0,0,0,0,0,9,0,12,668
Lynn,6,3,659,150,13,6,0,0,0,0,0,7,0,147,982
Lynn,6,4,636,165,15,6,0,0,0,0,0,8,0,17,847
Lynn,7,1,"1,070",547,41,21,0,0,0,0,0,17,0,17,"1,713"
Lynn,7,2,939,421,54,23,0,0,0,0,0,23,0,21,"1,481"
Lynn,7,3,690,337,31,12,0,0,0,0,0,10,0,12,"1,092"
Lynn,7,4,794,377,32,17,0,0,0,0,0,30,0,16,"1,266"
Lynnfield,-,1,829,915,82,19,3,0,0,0,0,0,0,61,"1,909"
Lynnfield,-,2,888,932,64,21,0,0,0,0,0,0,0,69,"1,974"
Lynnfield,-,3,721,903,61,18,0,0,0,0,0,0,0,53,"1,756"
Lynnfield,-,4,800,"1,079",90,14,5,0,0,0,0,0,0,66,"2,054"
Malden,1,1,884,213,36,20,0,0,0,0,0,15,0,21,"1,189"
Malden,1,2,"1,025",357,43,27,0,0,0,0,0,25,0,17,"1,494"
Malden,2,1,856,264,31,16,0,0,0,0,0,18,0,13,"1,198"
Malden,2,2,908,458,41,15,0,0,0,0,0,14,0,23,"1,459"
Malden,3,1,"1,182",358,48,26,0,0,0,0,0,25,0,21,"1,660"
Malden,3,2,"1,269",462,68,35,0,0,0,0,0,31,0,23,"1,888"
Malden,4,1,829,243,30,24,0,0,0,0,0,22,0,10,"1,158"
Malden,4,2,694,186,22,17,0,0,0,0,0,19,0,12,950
Malden,5,1,"1,018",313,28,21,0,0,0,0,0,33,0,17,"1,430"
Malden,5,2,"1,244",515,61,28,0,0,0,0,0,28,0,26,"1,902"
Malden,6,1,"1,067",444,40,23,0,0,0,0,0,17,0,17,"1,608"
Malden,6,2,987,401,48,18,0,0,0,0,0,36,0,22,"1,512"
Malden,7,1,941,216,21,12,0,0,0,0,0,14,0,15,"1,219"
Malden,7,2,972,295,24,20,0,0,0,0,0,14,0,12,"1,337"
Malden,8,1,"1,034",457,57,17,0,0,0,0,0,20,0,17,"1,602"
Malden,8,2,935,356,43,16,0,0,0,0,0,16,0,23,"1,389"
Manchester-by-the-Sea,-,1,"2,249",954,227,34,6,0,0,0,0,74,0,79,"3,623"
Mansfield,-,1,"1,142",952,112,22,6,0,0,0,0,16,0,67,"2,317"
Mansfield,-,2,"1,142",903,124,23,6,0,0,0,0,63,0,27,"2,288"
Mansfield,-,3,"1,239",961,116,21,0,0,0,0,0,0,0,103,"2,440"
Mansfield,-,4,"1,168",848,110,19,0,0,0,0,0,69,0,28,"2,242"
Mansfield,-,5,"1,056",702,112,31,0,0,0,0,0,0,0,88,"1,989"
Mansfield,-,6,"1,132",707,123,26,0,0,0,0,0,21,0,56,"2,065"
Marblehead,-,1,"1,420",614,105,17,4,0,0,0,0,34,0,44,"2,238"
Marblehead,-,2,"1,440",629,125,24,0,0,0,0,0,30,0,57,"2,305"
Marblehead,-,3,"1,235",623,97,21,6,0,0,0,0,37,0,33,"2,052"
Marblehead,-,4,"1,376",674,120,16,8,0,0,0,0,46,0,48,"2,288"
Marblehead,-,5,"1,322",608,92,17,4,0,0,0,0,29,0,40,"2,112"
Marblehead,-,6,"1,318",611,126,22,4,0,0,0,0,47,0,35,"2,163"
Marion,-,1,"1,861","1,159",151,49,0,0,0,0,0,60,0,43,"3,323"
Marlborough,1,1,761,352,40,8,0,0,0,0,0,10,0,51,"1,222"
Marlborough,1,2,994,563,81,10,5,0,0,0,0,45,0,30,"1,728"
Marlborough,2,1,813,492,87,19,0,0,0,0,0,14,0,23,"1,448"
Marlborough,2,2,772,391,54,19,0,0,0,0,0,14,0,18,"1,268"
Marlborough,3,1,589,309,71,13,0,0,0,0,0,14,0,14,"1,010"
Marlborough,3,2,"1,004",562,72,25,1,0,0,0,0,26,0,34,"1,724"
Marlborough,4,1,473,275,42,15,3,0,0,0,0,10,0,10,828
Marlborough,4,2,872,554,91,18,3,0,0,0,0,34,0,37,"1,609"
Marlborough,5,1,598,266,45,9,0,0,0,0,0,15,0,18,951
Marlborough,5,2,822,457,86,22,3,0,0,0,0,17,0,29,"1,436"
Marlborough,6,1,646,318,43,26,2,3,0,0,0,19,0,10,"1,067"
Marlborough,6,2,865,608,91,13,4,0,0,0,0,30,0,24,"1,635"
Marlborough,7,1,701,406,48,11,7,0,0,0,0,13,0,20,"1,206"
Marlborough,7,2,667,406,67,17,4,0,0,0,0,24,0,19,"1,204"
Marshfield,-,1,"1,083","1,070",89,33,0,0,0,0,0,43,0,27,"2,345"
Marshfield,-,2,"1,034","1,083",107,25,0,0,0,0,0,45,0,35,"2,329"
Marshfield,-,3,"1,036",957,94,32,0,0,0,0,0,45,0,31,"2,195"
Marshfield,-,4,"1,041",936,75,18,0,0,0,0,0,7,0,25,"2,102"
Marshfield,-,5,921,933,96,29,0,0,0,0,0,31,0,31,"2,041"
Marshfield,-,6,"1,118","1,145",123,27,0,0,0,0,0,45,0,40,"2,498"
Marshfield,-,7,"1,110","1,091",113,17,0,0,0,0,0,40,0,39,"2,410"
Mashpee,-,1,"1,128",824,73,26,0,0,0,0,0,1,0,48,"2,100"
Mashpee,-,2,804,720,61,23,0,0,0,0,0,12,0,28,"1,648"
Mashpee,-,3,710,640,65,27,0,0,0,0,0,8,0,32,"1,482"
Mashpee,-,4,890,674,70,19,0,0,0,0,0,15,0,10,"1,678"
Mashpee,-,5,916,981,78,24,0,0,0,0,0,39,0,38,"2,076"
Mattapoisett,-,1,"2,125","1,820",163,52,7,0,0,0,0,63,0,84,"4,314"
Maynard,-,1,982,446,74,26,0,0,0,0,0,30,0,22,"1,580"
Maynard,-,2,981,354,65,20,0,0,0,0,0,34,0,14,"1,468"
Maynard,-,3,981,434,94,16,0,0,0,0,0,24,0,15,"1,564"
Maynard,-,4,916,437,70,15,0,0,0,0,0,30,0,10,"1,478"
Medfield,-,1,"1,130",603,88,22,6,0,0,0,0,59,0,53,"1,961"
Medfield,-,2,"1,109",597,113,15,15,0,0,0,0,39,0,62,"1,950"
Medfield,-,3,"1,141",581,128,11,9,0,0,0,0,41,0,85,"1,996"
Medfield,-,4,"1,029",619,98,13,7,0,0,0,0,60,0,66,"1,892"
Medford,1,1,"1,221",499,57,11,0,0,0,0,0,28,0,20,"1,836"
Medford,1,2,"1,319",513,65,21,0,0,0,0,0,49,0,15,"1,982"
Medford,2,1,"1,198",626,59,25,0,0,0,0,0,37,0,28,"1,973"
Medford,2,2,"1,187",738,67,18,0,0,0,0,0,40,0,25,"2,075"
Medford,3,1,"1,376",670,60,26,0,0,0,0,0,36,0,33,"2,201"
Medford,3,2,"1,339",725,73,24,0,0,0,0,0,37,0,26,"2,224"
Medford,4,1,"1,013",167,30,23,0,0,0,0,0,19,0,8,"1,260"
Medford,4,2,"1,483",441,84,34,0,0,0,0,0,33,0,30,"2,105"
Medford,5,1,"1,447",350,66,30,0,0,0,0,0,42,0,19,"1,954"
Medford,5,2,"1,246",294,30,25,0,0,0,0,0,32,0,16,"1,643"
Medford,6,1,"1,793",344,54,31,0,0,0,0,0,58,0,18,"2,298"
Medford,6,2,"1,378",533,50,20,0,0,0,0,0,34,0,28,"2,043"
Medford,7,1,891,274,28,12,0,0,0,0,0,12,0,21,"1,238"
Medford,7,2,"1,122",426,46,18,0,0,0,0,0,29,0,15,"1,656"
Medford,8,1,"1,457",574,63,35,0,0,0,0,0,28,0,21,"2,178"
Medford,8,2,"1,220",497,65,25,0,0,0,0,0,37,0,18,"1,862"
Medway,-,1,918,755,87,17,0,0,0,0,0,52,0,20,"1,849"
Medway,-,2,"1,030",707,128,21,0,0,0,0,0,63,0,24,"1,973"
Medway,-,3,"1,046",727,117,11,0,0,0,0,0,49,0,29,"1,979"
Medway,-,4,"1,015",759,126,18,0,0,0,0,0,50,0,31,"1,999"
Melrose,1,1,836,304,65,7,0,0,0,0,0,17,0,27,"1,256"
Melrose,1,2,806,282,59,7,0,0,0,0,0,34,0,18,"1,206"
Melrose,2,1,760,422,56,18,0,0,0,0,0,31,0,28,"1,315"
