City/Town,Ward,Pct,"Clinton/ Kaine","Trump/ Pence","Johnson/ Weld","Stein/ Baraka","Mcmullin/ Johnson","Kotlikoff/ Leamer","Feegbeh/ O'Brien","Moorehead/ Lilly","Schoenke/ Mitchel","All Others","No Preference","Blank Votes","Total Votes Cast"
Melrose,2,2,745,339,35,14,0,0,0,0,0,20,0,20,"1,173"
Melrose,3,1,811,310,42,11,0,0,0,0,0,21,0,22,"1,217"
Melrose,3,2,714,327,46,12,0,0,0,0,0,22,0,18,"1,139"
Melrose,4,1,762,304,40,16,0,0,0,0,0,18,0,17,"1,157"
Melrose,4,2,719,516,63,10,0,0,0,0,0,26,0,28,"1,362"
Melrose,5,1,812,297,39,17,0,0,0,0,0,26,0,15,"1,206"
Melrose,5,2,759,299,42,9,0,0,0,0,0,19,0,10,"1,138"
Melrose,6,1,759,275,39,6,0,0,0,0,0,19,0,11,"1,109"
Melrose,6,2,730,416,52,13,0,0,0,0,0,21,0,19,"1,251"
Melrose,7,1,715,369,54,18,0,0,0,0,0,32,0,13,"1,201"
Melrose,7,2,759,372,46,14,0,0,0,0,0,20,0,20,"1,231"
Mendon,-,1,"1,530","1,694",214,30,10,0,0,0,0,35,0,71,"3,584"
Merrimac,-,1,923,770,113,20,1,0,0,0,0,37,0,30,"1,894"
Merrimac,-,2,972,852,113,37,6,3,0,0,0,33,0,25,"2,041"
Methuen,-,1,994,821,56,21,4,0,0,0,0,33,0,29,"1,958"
Methuen,-,2,935,192,29,5,0,0,0,0,0,14,0,6,"1,181"
Methuen,-,3,937,773,67,17,0,0,0,0,0,5,0,34,"1,833"
Methuen,-,4,961,778,58,26,0,0,0,0,0,13,0,38,"1,874"
Methuen,-,5,977,600,50,17,0,0,0,0,0,19,0,25,"1,688"
Methuen,-,6,"1,041",670,67,21,2,0,0,0,0,12,0,46,"1,859"
Methuen,-,7,"1,004",996,84,19,0,0,0,0,0,18,0,33,"2,154"
Methuen,-,8,"1,001","1,336",94,29,0,0,0,0,0,27,0,44,"2,531"
Methuen,-,9,884,"1,086",55,29,0,0,0,0,0,26,0,26,"2,106"
Methuen,-,10,"1,066",741,78,12,0,0,0,0,0,19,0,30,"1,946"
Methuen,-,11,991,"1,241",91,28,1,0,0,0,0,30,0,52,"2,434"
Methuen,-,12,871,"1,001",82,12,0,0,0,0,0,23,0,31,"2,020"
Middleborough,-,1,"1,049","1,417",108,24,1,0,0,0,0,41,0,52,"2,692"
Middleborough,-,2,767,857,110,28,5,0,0,0,0,24,0,29,"1,820"
Middleborough,-,3,860,"1,236",106,34,6,0,0,0,0,26,0,27,"2,295"
Middleborough,-,4,692,818,109,32,10,0,0,0,0,25,0,22,"1,708"
Middleborough,-,5,783,"1,243",130,26,2,0,0,0,0,12,0,51,"2,247"
Middleborough,-,6,686,"1,012",113,20,6,0,0,0,0,20,0,36,"1,893"
Middlefield,-,1,155,115,16,10,1,0,0,0,0,5,0,5,307
Middleton,-,1,"1,069","1,315",97,19,0,0,0,0,0,37,0,49,"2,586"
Middleton,-,2,"1,090","1,348",95,14,0,0,0,0,0,51,0,27,"2,625"
Milford,-,1,611,432,47,20,0,0,0,0,0,21,0,29,"1,160"
Milford,-,2,908,600,76,25,0,0,0,0,0,24,0,29,"1,662"
Milford,-,3,849,671,62,20,0,0,0,0,0,14,0,30,"1,646"
Milford,-,4,778,465,61,21,0,0,0,0,0,22,0,18,"1,365"
Milford,-,5,"1,131",887,87,18,0,0,0,0,0,46,0,38,"2,207"
Milford,-,6,960,648,70,21,0,0,0,0,0,26,0,29,"1,754"
Milford,-,7,"1,074",811,102,14,0,0,0,0,0,36,0,31,"2,068"
Milford,-,8,"1,059",723,96,20,0,0,0,0,0,38,0,28,"1,964"
Millbury,-,1,749,815,95,21,0,0,0,0,0,21,0,37,"1,738"
Millbury,-,2,888,"1,042",89,19,0,0,0,0,0,20,0,32,"2,090"
Millbury,-,3,782,832,114,28,0,0,0,0,0,17,0,26,"1,799"
Millbury,-,4,743,756,96,15,0,0,0,0,0,24,0,27,"1,661"
Millis,-,1,864,636,88,20,1,0,0,0,0,33,0,35,"1,677"
Millis,-,2,882,615,115,16,4,0,0,0,0,31,0,23,"1,686"
Millis,-,3,874,639,106,22,6,0,0,0,0,16,0,24,"1,687"
Millville,-,1,624,874,103,28,0,0,0,0,0,5,0,38,"1,672"
Milton,-,1,"1,303",211,47,20,0,0,0,0,0,17,0,10,"1,608"
Milton,-,2,"1,376",235,64,13,0,0,0,0,0,41,0,33,"1,762"
Milton,-,3,"1,230",446,86,10,0,0,0,0,0,38,0,26,"1,836"
Milton,-,4,"1,224",349,46,24,0,0,0,0,0,34,0,27,"1,704"
Milton,-,5,897,330,59,4,0,0,0,0,0,30,0,35,"1,355"
Milton,-,6,"1,009",636,68,25,0,0,0,0,0,38,0,27,"1,803"
Milton,-,7,907,556,76,19,0,0,0,0,0,25,0,32,"1,615"
Milton,-,8,966,637,60,10,0,0,0,0,0,43,0,29,"1,745"
Milton,-,9,873,697,65,18,0,0,0,0,0,34,0,35,"1,722"
Milton,-,10,967,189,24,6,0,0,0,0,0,15,0,11,"1,212"
Monroe,-,1,25,26,5,2,0,0,0,0,0,1,0,0,59
Monson,-,A,625,784,76,28,0,0,0,0,0,25,0,21,"1,559"
Monson,-,B,622,736,85,39,0,0,0,0,0,31,0,18,"1,531"
Monson,-,C,675,739,84,41,0,0,0,0,0,28,0,23,"1,590"
Montague,-,1,729,182,31,31,0,0,0,0,0,5,0,22,"1,000"
Montague,-,2,418,206,50,56,0,0,0,0,0,7,0,11,748
Montague,-,3,411,218,38,12,0,0,0,0,0,14,0,19,712
Montague,-,4,490,208,37,24,0,0,0,0,0,6,0,22,787
Montague,-,5,388,91,27,27,0,0,0,0,0,10,0,10,553
Montague,-,6,422,190,30,31,0,0,0,0,0,12,0,6,691
Monterey,-,1,417,88,20,12,0,0,0,0,0,6,0,11,554
Montgomery,-,1,199,281,32,12,0,0,0,0,0,2,0,4,530
"Mount Washington",-,1,76,19,5,4,0,0,0,0,0,2,0,1,107
Nahant,-,1,"1,347",864,87,23,0,0,0,0,0,28,0,29,"2,378"
Nantucket,-,1,"4,146","1,892",260,108,0,0,0,0,0,102,0,75,"6,583"
Natick,-,1,974,260,61,20,6,1,0,0,0,24,0,38,"1,384"
Natick,-,2,"1,459",525,92,26,7,0,0,0,0,41,0,25,"2,175"
Natick,-,3,"1,324",556,100,12,9,0,0,0,0,22,0,27,"2,050"
Natick,-,4,"1,229",441,92,27,5,0,0,0,0,45,0,13,"1,852"
Natick,-,5,"1,258",581,87,19,8,0,0,0,0,33,0,32,"2,018"
Natick,-,6,"1,246",532,59,24,7,0,0,0,0,40,0,26,"1,934"
Natick,-,7,"1,478",457,63,23,4,0,0,0,0,43,0,25,"2,093"
Natick,-,8,"1,407",497,107,32,12,0,0,0,0,38,0,20,"2,113"
Natick,-,9,"1,403",446,84,21,6,0,0,0,0,50,0,25,"2,035"
Natick,-,10,"1,642",575,108,18,9,0,0,0,0,56,0,35,"2,443"
Needham,-,A,"1,086",443,44,14,4,0,0,0,0,40,0,25,"1,656"
Needham,-,B,"1,224",462,85,12,6,0,0,0,0,31,0,31,"1,851"
Needham,-,C,"1,281",369,83,15,2,0,0,0,0,49,0,26,"1,825"
Needham,-,D,"1,268",415,59,17,0,0,0,0,0,52,0,25,"1,836"
Needham,-,E,"1,277",420,110,14,7,0,0,0,0,40,0,27,"1,895"
Needham,-,F,"1,312",376,67,23,4,0,0,0,0,33,0,27,"1,842"
Needham,-,G,"1,336",369,86,11,5,0,0,0,0,59,0,37,"1,903"
Needham,-,H,"1,285",445,68,17,3,0,0,0,0,40,0,25,"1,883"
Needham,-,I,"1,396",312,71,12,3,0,0,0,0,50,0,34,"1,878"
Needham,-,J,"1,332",408,73,15,4,0,0,0,0,38,0,33,"1,903"
"New Ashford",-,1,101,39,14,6,0,0,0,0,0,0,0,1,161
"New Bedford",1,A,610,476,46,23,0,0,0,0,0,20,0,21,"1,196"
"New Bedford",1,B,624,493,30,10,0,0,0,0,0,13,0,23,"1,193"
"New Bedford",1,C,656,470,41,15,0,0,0,0,0,16,0,11,"1,209"
"New Bedford",1,D,621,534,34,16,0,0,0,0,0,15,0,17,"1,237"
"New Bedford",1,E,626,431,31,17,0,0,0,0,0,19,0,20,"1,144"
"New Bedford",1,F,658,539,49,19,0,0,0,0,0,17,0,15,"1,297"
"New Bedford",2,A,272,74,6,4,0,0,0,0,0,1,0,8,365
"New Bedford",2,B,540,237,21,16,0,0,0,0,0,9,0,10,833
"New Bedford",2,C,378,210,19,11,0,0,0,0,0,14,0,13,645
"New Bedford",2,D,435,333,26,14,0,0,0,0,0,15,0,16,839
"New Bedford",2,E,529,374,41,24,0,0,0,0,0,15,0,7,990
"New Bedford",2,F,547,344,30,19,0,0,0,0,0,16,0,11,967
"New Bedford",3,A,394,121,8,12,0,0,0,0,0,4,0,8,547
"New Bedford",3,B,537,119,17,19,0,0,0,0,0,13,0,8,713
"New Bedford",3,C,436,169,18,17,0,0,0,0,0,6,0,15,661
"New Bedford",3,D,533,209,22,5,0,0,0,0,0,14,0,3,786
"New Bedford",3,E,714,392,35,20,0,0,0,0,0,15,0,11,"1,187"
"New Bedford",3,F,699,342,31,24,0,0,0,0,0,12,0,17,"1,125"
"New Bedford",4,A,559,80,6,8,0,0,0,0,0,7,0,7,667
"New Bedford",4,B,801,226,29,19,0,0,0,0,0,13,0,14,"1,102"
"New Bedford",4,C,787,182,25,24,0,0,0,0,0,19,0,11,"1,048"
"New Bedford",4,D,637,228,19,25,0,0,0,0,0,18,0,9,936
"New Bedford",4,E,539,256,36,21,0,0,0,0,0,12,0,15,879
"New Bedford",4,F,646,185,26,15,0,0,0,0,0,12,0,19,903
"New Bedford",5,A,483,197,22,14,0,0,0,0,0,13,0,6,735
"New Bedford",5,B,717,233,25,14,0,0,0,0,0,27,0,12,"1,028"
"New Bedford",5,C,551,304,26,15,0,0,0,0,0,11,0,16,923
"New Bedford",5,D,811,299,31,21,0,0,0,0,0,21,0,17,"1,200"
"New Bedford",5,E,822,501,38,18,0,0,0,0,0,12,0,13,"1,404"
"New Bedford",5,F,795,429,53,26,0,0,0,0,0,23,0,20,"1,346"
"New Bedford",6,A,634,414,27,21,0,0,0,0,0,16,0,16,"1,128"
"New Bedford",6,B,589,337,28,19,0,0,0,0,0,14,0,10,997
"New Bedford",6,C,395,101,3,6,0,0,0,0,0,4,0,1,510
"New Bedford",6,D,311,115,11,7,0,0,0,0,0,8,0,3,455
"New Bedford",6,E,432,150,16,6,0,0,0,0,0,6,0,8,618
"New Bedford",6,F,494,223,29,22,0,0,0,0,0,15,0,12,795
"New Braintree",-,1,246,326,22,18,2,0,0,0,0,4,0,5,623
"New Marlborough",-,1,564,218,34,35,5,0,0,0,0,6,0,9,871
"New Salem",-,1,337,208,28,22,0,0,0,0,0,13,0,6,614
Newbury,-,1,"1,290",793,94,38,0,0,0,0,0,43,0,38,"2,296"
Newbury,-,2,"1,175",923,121,25,5,0,0,0,0,41,0,37,"2,327"
Newburyport,1,P,266,204,26,4,0,0,0,0,0,0,0,6,506
Newburyport,1,1,"1,023",335,75,23,0,0,0,0,0,0,0,47,"1,503"
Newburyport,2,1,"1,412",400,70,25,0,0,0,0,0,0,0,72,"1,979"
Newburyport,3,1,"1,260",463,64,18,0,0,0,0,0,0,0,69,"1,874"
Newburyport,4,1,"1,386",501,88,25,0,0,0,0,0,0,0,74,"2,074"
Newburyport,5,1,935,577,112,26,0,0,0,0,0,0,0,91,"1,741"
Newburyport,6,1,"1,103",634,85,19,0,0,0,0,0,0,0,66,"1,907"
Newton,1,1,912,394,40,20,4,0,0,0,0,29,0,13,"1,412"
Newton,1,2,"1,206",201,35,19,0,0,0,0,0,29,0,9,"1,499"
Newton,1,3,"1,224",162,55,17,1,0,0,0,0,20,0,9,"1,488"
Newton,1,4,976,413,51,32,0,0,0,0,0,24,0,28,"1,524"
Newton,2,1,"1,149",284,48,20,0,0,0,0,0,19,0,19,"1,539"
Newton,2,2,840,154,40,15,2,0,0,0,0,9,0,7,"1,067"
Newton,2,3,"1,428",193,43,17,1,0,0,0,0,23,0,20,"1,725"
Newton,2,4,"1,389",197,43,15,5,0,0,0,0,23,0,15,"1,687"
Newton,3,1,"1,252",295,53,9,6,0,0,0,0,24,0,13,"1,652"
Newton,3,2,"1,300",184,65,8,2,0,0,0,0,23,0,13,"1,595"
Newton,3,3,"1,138",364,46,18,0,0,0,0,0,23,0,18,"1,607"
Newton,3,4,"1,136",370,36,16,2,0,0,0,0,20,0,12,"1,592"
Newton,4,1,"1,083",253,49,10,3,0,0,0,0,20,0,16,"1,434"
Newton,4,2,"1,141",174,35,16,0,0,0,0,0,18,0,17,"1,401"
Newton,4,3,836,173,34,15,3,0,0,0,0,15,0,11,"1,087"
Newton,4,4,"1,030",315,48,25,3,0,0,0,0,16,0,16,"1,453"
Newton,5,1,"1,044",246,53,20,3,0,0,0,0,17,0,17,"1,400"
Newton,5,2,"1,260",164,35,15,3,0,0,0,0,10,0,14,"1,501"
Newton,5,3,"1,497",202,60,8,0,0,0,0,0,27,0,20,"1,814"
Newton,5,4,"1,468",201,51,10,5,0,0,0,0,28,0,13,"1,776"
Newton,6,1,"1,030",284,41,15,1,0,0,0,0,29,0,18,"1,418"
Newton,6,2,"1,313",170,45,21,0,0,0,0,0,16,0,12,"1,577"
Newton,6,3,"1,455",151,32,21,3,0,0,0,0,19,0,13,"1,694"
Newton,6,4,"1,483",156,67,27,0,0,0,0,0,36,0,14,"1,783"
Newton,7,1,"1,038",228,49,20,3,0,0,0,0,36,0,28,"1,402"
Newton,7,2,"1,418",234,61,20,3,0,0,0,0,25,0,21,"1,782"
Newton,7,3,496,71,17,4,2,0,0,0,0,10,0,5,605
Newton,7,4,590,139,28,4,1,0,0,0,0,21,0,12,795
Newton,8,1,"1,245",420,64,14,0,0,0,0,0,33,0,25,"1,801"
Newton,8,2,"1,133",386,58,16,0,0,0,0,0,24,0,25,"1,642"
Newton,8,3,"1,192",339,55,19,1,0,0,0,0,23,0,16,"1,645"
Newton,8,4,761,247,29,8,0,0,0,0,0,15,0,12,"1,072"
Norfolk,-,1,609,555,78,15,9,0,0,0,0,40,0,14,"1,320"
Norfolk,-,2,"1,313","1,002",187,30,0,0,0,0,0,63,0,41,"2,636"
Norfolk,-,3,"1,034",901,126,15,0,0,0,0,0,79,0,31,"2,186"
"N. Adams",1,1,793,367,51,31,0,0,0,0,0,20,0,10,"1,272"
"N. Adams",2,2,721,270,42,40,0,0,0,0,0,20,0,15,"1,108"
"N. Adams",3,3,669,218,40,37,0,0,0,0,0,17,0,10,991
"N. Adams",4,4,816,414,49,29,0,0,0,0,0,16,0,16,"1,340"
"N. Adams",5,5,731,301,59,35,0,0,0,0,0,21,0,21,"1,168"
"N. Andover",-,1,"1,017",717,96,19,0,0,0,0,0,11,0,58,"1,918"
"N. Andover",-,2,"1,098",823,126,24,0,0,0,0,0,9,0,60,"2,140"
"N. Andover",-,3,"1,095",770,80,13,0,0,0,0,0,8,0,74,"2,040"
"N. Andover",-,4,"1,242",859,122,14,0,0,0,0,0,9,0,70,"2,316"
"N. Andover",-,5,818,540,79,10,0,0,0,0,0,5,0,33,"1,485"
"N. Andover",-,6,"1,039","1,005",103,7,0,0,0,0,0,6,0,90,"2,250"
"N. Andover",-,7,"1,215",769,104,17,0,0,0,0,0,11,0,47,"2,163"
"N. Andover",-,8,975,908,91,15,0,0,0,0,0,10,0,80,"2,079"
"N. Attleborough",-,1,668,596,64,26,2,0,0,0,0,28,0,11,"1,395"
"N. Attleborough",-,2,767,768,119,31,4,0,0,0,0,20,0,32,"1,741"
"N. Attleborough",-,3,753,846,113,30,0,0,0,0,0,39,0,47,"1,828"
"N. Attleborough",-,4,694,541,70,28,1,0,0,0,0,24,0,29,"1,387"
"N. Attleborough",-,5,705,689,105,23,2,0,0,0,0,20,0,43,"1,587"
"N. Attleborough",-,6,882,814,110,23,2,0,0,0,0,39,0,31,"1,901"
"N. Attleborough",-,7,914,872,107,20,3,0,0,0,0,35,0,40,"1,991"
"N. Attleborough",-,8,881,802,89,14,5,0,0,0,0,29,0,37,"1,857"
"N. Attleborough",-,9,795,788,86,31,5,0,0,0,0,20,0,22,"1,747"
"N. Brookfield",-,1,907,"1,413",160,36,7,0,0,0,0,33,0,35,"2,591"
"N. Reading",-,1,"1,066","1,023",134,15,0,0,0,0,0,36,0,55,"2,329"
"N. Reading",-,2,"1,018",920,124,33,0,0,0,0,0,34,0,32,"2,161"
"N. Reading",-,3,"1,067","1,031",102,14,0,0,0,0,0,37,0,30,"2,281"
"N. Reading",-,4,"1,132","1,012",110,25,0,0,0,0,0,54,0,50,"2,383"
Northampton,1,A,817,106,24,41,0,0,0,0,0,19,0,13,"1,020"
Northampton,1,B,"1,113",173,27,47,2,0,0,0,0,13,0,60,"1,435"
Northampton,2,A,"1,115",48,22,40,2,0,0,0,0,13,0,20,"1,260"
Northampton,2,B,694,41,11,30,0,0,0,0,0,0,0,22,798
Northampton,3,A,"1,104",100,29,85,1,0,0,0,0,15,0,15,"1,349"
Northampton,3,B,"1,000",97,31,72,2,0,0,0,0,25,0,36,"1,263"
Northampton,4,A,810,52,18,70,0,0,0,0,0,14,0,16,980
Northampton,4,B,974,82,11,67,0,0,13,0,0,9,0,34,"1,190"
Northampton,5,A,948,137,14,26,0,0,0,0,0,15,0,24,"1,164"
Northampton,5,B,998,114,18,25,0,0,0,0,0,17,0,22,"1,194"
Northampton,6,A,868,295,36,26,0,0,0,0,0,18,0,25,"1,268"
Northampton,6,B,"1,033",234,36,26,0,0,0,0,0,18,0,41,"1,388"
Northampton,7,A,"1,037",189,36,37,1,0,0,0,0,26,0,25,"1,351"
Northampton,7,B,"1,001",210,28,46,0,8,9,0,0,0,0,33,"1,335"
Northborough,-,1,"1,335",751,140,32,0,0,0,0,0,50,0,35,"2,343"
Northborough,-,2,"1,196",714,126,31,0,0,0,0,0,39,0,33,"2,139"
Northborough,-,3,"1,319",721,120,18,0,0,0,0,0,47,0,42,"2,267"
Northborough,-,4,"1,280",778,137,23,0,0,0,0,0,53,0,46,"2,317"
Northbridge,-,1,857,994,146,27,7,0,0,0,0,32,0,53,"2,116"
Northbridge,-,2,903,950,145,26,2,0,0,0,0,54,0,23,"2,103"
Northbridge,-,3,763,832,120,21,2,0,0,0,0,24,0,25,"1,787"
Northbridge,-,4,902,"1,201",163,30,18,0,0,0,0,36,0,51,"2,401"
Northfield,-,1,"1,013",533,91,50,0,0,0,0,0,56,0,14,"1,757"
Norton,-,1,996,"1,035",112,24,0,0,0,0,0,90,0,79,"2,336"
Norton,-,2,971,977,96,25,0,0,0,0,0,24,0,67,"2,160"
Norton,-,3,"1,007",876,98,29,0,0,0,0,0,27,0,17,"2,054"
Norton,-,4,991,943,129,23,0,0,0,0,0,45,0,47,"2,178"
Norton,-,5,590,597,61,12,0,0,0,0,0,38,0,15,"1,313"
Norwell,-,1,"1,003",926,95,18,0,0,0,0,0,50,0,48,"2,140"
Norwell,-,2,"1,130",991,104,16,0,0,0,0,0,56,0,28,"2,325"
Norwell,-,3,"1,144",920,123,22,0,0,0,0,0,64,0,28,"2,301"
Norwood,-,1,"1,081",701,82,28,2,0,0,0,0,29,0,29,"1,952"
Norwood,-,2,"1,003",625,57,17,2,0,0,0,0,30,0,33,"1,767"
Norwood,-,3,"1,049",620,93,16,5,0,0,0,0,38,0,32,"1,853"
Norwood,-,4,"1,115",721,87,24,6,0,0,0,0,38,0,37,"2,028"
Norwood,-,5,893,403,65,14,0,0,0,0,0,24,0,21,"1,420"
Norwood,-,6,821,513,51,26,2,0,0,0,0,47,0,19,"1,479"
Norwood,-,7,905,660,66,17,0,0,0,0,0,29,0,29,"1,706"
Norwood,-,8,"1,116",651,79,26,4,0,0,0,0,25,0,29,"1,930"
Norwood,-,9,"1,017",798,76,16,3,0,0,0,0,40,0,31,"1,981"
"Oak Bluffs",-,1,"2,098",738,87,44,0,0,0,0,0,42,0,40,"3,049"
Oakham,-,1,435,633,72,19,0,0,0,0,0,8,0,17,"1,184"
Orange,-,1,714,799,117,39,0,0,0,0,0,20,0,35,"1,724"
Orange,-,2,773,751,105,39,0,0,0,0,0,10,0,33,"1,711"
Orleans,-,1,"2,687","1,511",192,65,6,0,0,0,0,70,0,64,"4,595"
Otis,-,1,431,407,43,18,1,0,0,0,0,15,0,9,924
Oxford,-,1,703,882,107,23,4,0,0,0,0,35,0,26,"1,780"
Oxford,-,2,682,907,80,23,2,0,0,0,0,27,0,19,"1,740"
Oxford,-,3,707,920,126,19,3,0,0,0,0,38,0,24,"1,837"
Oxford,-,4,652,867,92,18,2,0,0,0,0,17,0,20,"1,668"
Palmer,-,1,572,743,62,41,0,0,0,0,0,26,0,15,"1,459"
Palmer,-,1A,81,118,10,5,0,0,0,0,0,3,0,1,218
Palmer,-,2,633,863,107,33,0,0,0,0,0,31,0,19,"1,686"
Palmer,-,3,602,577,71,34,0,0,0,0,0,24,0,15,"1,323"
Palmer,-,4,587,782,72,35,0,0,0,0,0,14,0,17,"1,507"
Paxton,-,1,"1,213","1,197",151,38,4,0,0,0,0,57,0,48,"2,708"
Peabody,1,1,847,644,91,12,0,0,0,0,0,38,0,26,"1,658"
Peabody,1,2,841,860,62,18,0,0,0,0,0,28,0,34,"1,843"
Peabody,1,3,838,846,69,23,0,0,0,0,0,29,0,24,"1,829"
Peabody,2,1,765,333,33,16,0,0,0,0,0,27,0,14,"1,188"
Peabody,2,2,729,368,32,12,0,0,0,0,0,16,0,12,"1,169"
Peabody,2,3,696,630,53,22,0,0,0,0,0,40,0,20,"1,461"
Peabody,3,1,670,288,37,10,0,0,0,0,0,15,0,10,"1,030"
Peabody,3,2,759,458,44,17,0,0,0,0,0,16,0,16,"1,310"
Peabody,3,3,806,580,52,18,0,0,0,0,0,31,0,22,"1,509"
Peabody,4,1,771,632,76,12,0,0,0,0,0,32,0,28,"1,551"
Peabody,4,2,791,599,51,13,0,0,0,0,0,29,0,22,"1,505"
Peabody,4,3,455,372,16,8,0,0,0,0,0,16,0,17,884
Peabody,4,3A,924,410,26,8,0,0,0,0,0,18,0,20,"1,406"
Peabody,5,1,834,848,53,16,0,0,0,0,0,29,0,20,"1,800"
Peabody,5,2,673,692,36,16,0,0,0,0,0,21,0,19,"1,457"
Peabody,5,3,784,712,53,5,0,0,0,0,0,35,0,21,"1,610"
Peabody,6,1,756,928,58,19,0,0,0,0,0,32,0,24,"1,817"
Peabody,6,2,734,908,61,11,0,0,0,0,0,25,0,20,"1,759"
Peabody,6,3,722,928,59,6,0,0,0,0,0,27,0,21,"1,763"
Pelham,-,1,748,98,25,22,0,0,0,0,0,9,0,13,915
Pembroke,-,1,"1,049","1,035",108,17,0,0,0,0,0,0,0,72,"2,281"
Pembroke,-,2,865,927,121,31,0,0,0,0,0,0,0,74,"2,018"
Pembroke,-,3,893,"1,034",116,34,0,0,0,0,0,0,0,55,"2,132"
Pembroke,-,4,948,954,131,14,0,0,0,0,0,0,0,80,"2,127"
Pembroke,-,5,875,963,112,27,0,0,0,0,0,0,0,81,"2,058"
Pepperell,-,1,965,"1,053",170,23,7,0,0,0,0,45,0,36,"2,299"
Pepperell,-,2,"1,023","1,008",149,32,3,0,0,0,0,60,0,43,"2,318"
Pepperell,-,3,944,"1,037",136,29,12,0,0,0,0,47,0,24,"2,229"
Peru,-,1,255,207,34,8,0,0,0,0,0,9,0,6,519
Petersham,-,1,417,312,46,19,3,0,0,0,0,21,0,9,827
Phillipston,-,1,374,550,67,13,0,0,0,0,0,11,0,15,"1,030"
Pittsfield,1,A,789,309,50,25,0,0,0,0,0,4,0,25,"1,202"
Pittsfield,1,B,980,366,58,37,2,0,0,0,0,8,0,24,"1,475"
Pittsfield,2,A,617,143,38,39,0,0,0,0,0,7,0,12,856
Pittsfield,2,B,"1,048",370,46,36,0,0,0,0,0,20,0,14,"1,534"
Pittsfield,3,A,"1,233",326,58,38,3,0,0,0,0,17,0,21,"1,696"
Pittsfield,3,B,"1,248",414,73,40,0,0,0,0,0,12,0,37,"1,824"
Pittsfield,4,A,"1,162",402,59,46,5,0,0,0,0,20,0,28,"1,722"
Pittsfield,4,B,"1,342",528,71,26,0,0,0,0,0,18,0,41,"2,026"
Pittsfield,5,A,959,273,44,49,7,0,0,0,0,23,0,7,"1,362"
Pittsfield,5,B,"1,030",414,78,29,1,0,0,0,0,21,0,15,"1,588"
Pittsfield,6,A,"1,115",328,44,39,5,0,0,0,0,20,0,16,"1,567"
Pittsfield,6,B,713,253,27,36,1,0,0,0,0,16,0,11,"1,057"
Pittsfield,7,A,658,226,47,40,2,0,0,0,0,13,0,11,997
Pittsfield,7,B,"1,013",419,70,35,2,0,0,0,0,19,0,14,"1,572"
Plainfield,-,1,263,107,13,18,0,0,0,0,0,7,0,11,419
Plainville,-,1,797,735,102,25,5,0,0,0,0,27,0,24,"1,715"
Plainville,-,2,710,708,97,14,4,0,0,0,0,26,0,30,"1,589"
Plainville,-,3,709,780,106,29,2,0,0,0,0,30,0,24,"1,680"
Plymouth,-,1,839,643,67,27,4,0,0,0,0,31,0,19,"1,630"
Plymouth,-,2,"1,040",879,98,48,2,0,0,0,0,35,0,23,"2,125"
Plymouth,-,3,981,635,78,36,3,0,0,0,0,49,0,24,"1,806"
Plymouth,-,4,"1,064",769,83,20,1,0,0,0,0,38,0,25,"2,000"
Plymouth,-,5,"1,042","1,073",119,21,1,0,0,0,0,35,0,24,"2,315"
Plymouth,-,6,"1,102",944,113,39,1,0,0,0,0,37,0,30,"2,266"
Plymouth,-,7,"1,005",953,114,36,3,0,0,0,0,38,0,23,"2,172"
Plymouth,-,8,"1,045","1,052",119,26,1,0,0,0,0,48,0,35,"2,326"
Plymouth,-,9,764,903,119,39,0,0,0,0,0,45,0,18,"1,888"
Plymouth,-,10,677,661,67,18,1,0,0,0,0,25,0,26,"1,475"
Plymouth,-,11,"1,126","1,111",100,27,3,0,0,0,0,35,0,46,"2,448"
Plymouth,-,12,963,"1,048",112,22,2,0,0,0,0,36,0,23,"2,206"
Plymouth,-,13,"1,017",982,101,17,0,0,0,0,0,24,0,31,"2,172"
Plymouth,-,14,887,"1,069",138,24,3,0,0,0,0,43,0,27,"2,191"
Plymouth,-,15,"2,050","1,587",169,22,5,0,0,0,0,103,0,67,"4,003"
Plympton,-,1,727,883,114,28,0,0,0,0,0,21,0,35,"1,808"
Princeton,-,1,"1,183",898,124,35,9,0,0,0,0,41,0,55,"2,345"
Provincetown,-,1,"2,082",208,38,35,0,0,0,0,0,18,0,18,"2,399"
Quincy,1,1,883,439,48,20,0,0,0,0,0,0,0,40,"1,430"
Quincy,1,2,743,335,35,18,0,0,0,0,0,0,0,23,"1,154"
Quincy,1,3,912,396,56,29,0,0,0,0,0,0,0,46,"1,439"
Quincy,1,4,907,745,70,17,0,0,0,0,0,1,0,68,"1,808"
Quincy,1,5,978,772,72,26,0,0,0,0,0,0,0,70,"1,918"
Quincy,2,1,872,496,57,15,0,0,0,0,0,0,0,54,"1,494"
Quincy,2,2,812,362,32,21,0,0,0,0,0,0,0,35,"1,262"
Quincy,2,3,398,173,15,12,0,0,0,0,0,0,0,13,611
Quincy,2,3A,146,135,10,4,0,0,0,0,0,0,0,13,308
Quincy,2,4,778,351,40,15,0,0,0,0,0,0,0,47,"1,231"
Quincy,2,5,886,483,55,22,0,0,0,0,0,1,0,42,"1,489"
Quincy,3,1,977,493,74,25,0,0,0,0,0,0,0,56,"1,625"
Quincy,3,2,910,375,55,21,0,0,0,0,0,0,0,54,"1,415"
Quincy,3,3,642,257,41,3,0,0,0,0,0,0,0,26,969
